status_id,created_at,sentiment
x971417671777611776,2018-03-07T16:09:55Z,-0.578975115783662
x971417199813496832,2018-03-07T16:08:03Z,-0.24616959355354942
x971416691640033280,2018-03-07T16:06:01Z,-0.24616959355354942
x971416646693933061,2018-03-07T16:05:51Z,-0.6829768414805722
x971416351242891265,2018-03-07T16:04:40Z,-0.7833201383131584
x971415475346464769,2018-03-07T16:01:12Z,-0.578975115783662
x971415240696090624,2018-03-07T16:00:16Z,-0.24616959355354942
x971414630865227778,2018-03-07T15:57:50Z,-0.578975115783662
x971413620222545920,2018-03-07T15:53:49Z,0.42472166996873867
x971412244238974978,2018-03-07T15:48:21Z,-0.6829768414805722
x971412191160209409,2018-03-07T15:48:08Z,-0.24616959355354942
x971411913203748865,2018-03-07T15:47:02Z,-0.31222905783601973
x971411468301361152,2018-03-07T15:45:16Z,-0.31222905783601973
x971411072228892673,2018-03-07T15:43:42Z,-0.578975115783662
x971410505691643912,2018-03-07T15:41:27Z,0.22037664743924248
x971409833931911169,2018-03-07T15:38:46Z,-0.003882309609613388
x971409480486391808,2018-03-07T15:37:22Z,-0.24616959355354942
x971409191108857856,2018-03-07T15:36:13Z,-0.6576316568568435
x971409096258805761,2018-03-07T15:35:51Z,3.1825494566890318
x971408897209757699,2018-03-07T15:35:03Z,-2.212848885399609
x971408657299726341,2018-03-07T15:34:06Z,-0.24616959355354942
x971408254688428033,2018-03-07T15:32:30Z,-0.578975115783662
x971408091878223872,2018-03-07T15:31:51Z,-0.12413954096155895
x971408040745406466,2018-03-07T15:31:39Z,1.2837024503654875
x971407654504382464,2018-03-07T15:30:07Z,-0.14948472558528764
x971407618878173186,2018-03-07T15:29:58Z,0.5874660022194708
x971407310894653441,2018-03-07T15:28:45Z,1.1625588083935192
x971407210109685760,2018-03-07T15:28:21Z,0.22037664743924248
x971406021288759297,2018-03-07T15:23:37Z,-1.2571832370345986
x971404525331460096,2018-03-07T15:17:41Z,0.057632315188510384
x971404221542223875,2018-03-07T15:16:28Z,-0.886435453390046
x971403759501881344,2018-03-07T15:14:38Z,1.3868177654423752
x971403690371239937,2018-03-07T15:14:22Z,-0.578975115783662
x971403543537004544,2018-03-07T15:13:47Z,-0.578975115783662
x971403372438982663,2018-03-07T15:13:06Z,-0.578975115783662
x971403259662528519,2018-03-07T15:12:39Z,0.11637492174233229
x971403005487706112,2018-03-07T15:11:38Z,0.1200333506066565
x971402422303240197,2018-03-07T15:09:19Z,0.45372528345679153
x971401438420176896,2018-03-07T15:05:25Z,0.5874660022194708
x971400094321860608,2018-03-07T15:00:04Z,-0.578975115783662
x971400061107220482,2018-03-07T14:59:56Z,0.45372528345679153
x971399268685832192,2018-03-07T14:56:48Z,0.15797561202109636
x971398768263393280,2018-03-07T14:54:48Z,0.3207199442718285
x971398744326508546,2018-03-07T14:54:43Z,-1.3611849627315087
x971398551904407553,2018-03-07T14:53:57Z,-1.3611849627315087
x971397583091458049,2018-03-07T14:50:06Z,0.09029435754088737
x971397047252410369,2018-03-07T14:47:58Z,-0.578975115783662
x971396965903863808,2018-03-07T14:47:39Z,-0.9035773696651038
x971396858139594757,2018-03-07T14:47:13Z,1.6499053945256934
x971396691290181632,2018-03-07T14:46:33Z,-0.20822733213910957
x971396352587509761,2018-03-07T14:45:12Z,-0.00842714909395996
x971396136425705473,2018-03-07T14:44:21Z,1.6499053945256934
x971395408235847680,2018-03-07T14:41:27Z,-0.578975115783662
x971394878478446593,2018-03-07T14:39:21Z,-0.578975115783662
x971394768721891328,2018-03-07T14:38:55Z,1.40850452120178
x971394566086709249,2018-03-07T14:38:06Z,-0.7335161796857234
x971392449741549568,2018-03-07T14:29:42Z,-0.578975115783662
x971391440747102208,2018-03-07T14:25:41Z,0.753868763334527
x971391022197592064,2018-03-07T14:24:01Z,0.4834642765225605
x971388508890943488,2018-03-07T14:14:02Z,-1.2706667244453322
x971387794982670337,2018-03-07T14:11:12Z,-0.24616959355354942
x971387508318785536,2018-03-07T14:10:04Z,-0.24616959355354942
x971386961419210752,2018-03-07T14:07:53Z,0.20323473116418464
x971386682678398976,2018-03-07T14:06:47Z,-0.578975115783662
x971386533080117248,2018-03-07T14:06:11Z,-0.578975115783662
x971386453300318208,2018-03-07T14:05:52Z,-0.578975115783662
x971385306544033792,2018-03-07T14:01:19Z,0.753868763334527
x971385010899992576,2018-03-07T14:00:08Z,-0.578975115783662
x971382499178786816,2018-03-07T13:50:09Z,-0.2498280224178736
x971381878686089218,2018-03-07T13:47:41Z,-0.578975115783662
x971381611223711745,2018-03-07T13:46:38Z,-0.8041204834525404
x971380616846454784,2018-03-07T13:42:41Z,-0.38356874118055284
x971380045469175810,2018-03-07T13:40:24Z,0.38677940855429876
x971379094410682368,2018-03-07T13:36:38Z,-0.07976683243849304
x971378607523278848,2018-03-07T13:34:42Z,-0.578975115783662
x971378583523520512,2018-03-07T13:34:36Z,-0.578975115783662
x971378335694671873,2018-03-07T13:33:37Z,0.21671821857491827
x971378334339928066,2018-03-07T13:33:36Z,-0.578975115783662
x971378332947402753,2018-03-07T13:33:36Z,-0.578975115783662
x971378331957514240,2018-03-07T13:33:36Z,-0.07976683243849313
x971376235199762432,2018-03-07T13:25:16Z,0.15797561202109636
x971376177754624001,2018-03-07T13:25:02Z,0.1200333506066565
x971375965426331648,2018-03-07T13:24:12Z,-1.049179785640778
x971375188393775111,2018-03-07T13:21:06Z,0.1200333506066565
x971374341798510592,2018-03-07T13:17:45Z,0.753868763334527
x971373954068893696,2018-03-07T13:16:12Z,0.15797561202109636
x971372480777637888,2018-03-07T13:10:21Z,-0.578975115783662
x971370881971826689,2018-03-07T13:04:00Z,0.14083369574603852
x971369577593688064,2018-03-07T12:58:49Z,-0.578975115783662
x971369154380029952,2018-03-07T12:57:08Z,-0.3293709741110776
x971368750170738688,2018-03-07T12:55:31Z,-0.578975115783662
x971368401498202112,2018-03-07T12:54:08Z,-0.578975115783662
x971367580798717952,2018-03-07T12:50:53Z,-1.3611849627315087
x971367053952241664,2018-03-07T12:48:47Z,0.15797561202109636
x971366810183487488,2018-03-07T12:47:49Z,0.15797561202109636
x971365953274605569,2018-03-07T12:44:25Z,1.8126497267764254
x971365500532985856,2018-03-07T12:42:37Z,0.2619773377180066
x971365081291395072,2018-03-07T12:40:57Z,0.5874660022194708
x971364365319450624,2018-03-07T12:38:06Z,0.14083369574603852
x971363609023524864,2018-03-07T12:35:06Z,-0.578975115783662
x971363200661970945,2018-03-07T12:33:28Z,-0.578975115783662
x971358177043406849,2018-03-07T12:13:31Z,0.15797561202109636
x971357962143981569,2018-03-07T12:12:39Z,0.15797561202109636
x971356888213303296,2018-03-07T12:08:23Z,1.3289615695085757
x971356564379467778,2018-03-07T12:07:06Z,0.1200333506066565
x971356189073203200,2018-03-07T12:05:37Z,-0.10877044592654594
x971351877584596993,2018-03-07T11:48:29Z,1.1454168921184615
x971351795049156609,2018-03-07T11:48:09Z,-0.578975115783662
x971349854013284354,2018-03-07T11:40:26Z,-0.4125723546686057
x971343228170637312,2018-03-07T11:14:06Z,1.72050969829251
x971339036001538048,2018-03-07T10:57:27Z,-0.0834252613028173
x971338594588733440,2018-03-07T10:55:42Z,1.6499053945256934
x971336426515238912,2018-03-07T10:47:05Z,0.8542120601671129
x971334587761811457,2018-03-07T10:39:46Z,-0.578975115783662
x971334210031058944,2018-03-07T10:38:16Z,-0.10877044592654594
x971333210125762562,2018-03-07T10:34:18Z,-0.578975115783662
x971333019050102785,2018-03-07T10:33:32Z,-0.10877044592654594
x971332893623685120,2018-03-07T10:33:02Z,-0.10877044592654594
x971329794527948800,2018-03-07T10:20:44Z,1.075698998971667
x971325988146700289,2018-03-07T10:05:36Z,-0.04548299988837747
x971311672504864768,2018-03-07T09:08:43Z,-1.170323427612746
x971309746438492160,2018-03-07T09:01:04Z,-1.170323427612746
x971301700400230400,2018-03-07T08:29:05Z,-0.578975115783662
x971286483758874624,2018-03-07T07:28:38Z,0.3207199442718285
x971286153444945920,2018-03-07T07:27:19Z,-0.578975115783662
x971276679351013376,2018-03-07T06:49:40Z,-0.41623078353292997
x971264974197788677,2018-03-07T06:03:09Z,0.1200333506066565
x971264491135660032,2018-03-07T06:01:14Z,0.4834642765225605
x971245283886665730,2018-03-07T04:44:55Z,-0.578975115783662
x971245185123409920,2018-03-07T04:44:31Z,-0.7417194480343943
x971244316835401728,2018-03-07T04:41:04Z,-0.578975115783662
x971244095824908290,2018-03-07T04:40:11Z,-0.41623078353292997
x971243550926139392,2018-03-07T04:38:02Z,-0.578975115783662
x971241633164427267,2018-03-07T04:30:24Z,0.511581479390591
x971239223033565185,2018-03-07T04:20:50Z,0.42472166996873867
x971238396558495746,2018-03-07T04:17:33Z,-0.5129156515011918
x971231420424343553,2018-03-07T03:49:49Z,-0.3293709741110776
x971230852683354112,2018-03-07T03:47:34Z,-0.578975115783662
x971221451935244288,2018-03-07T03:10:13Z,-0.578975115783662
x971220439145107456,2018-03-07T03:06:11Z,-0.16662664186034548
x971219472706043904,2018-03-07T03:02:21Z,-0.0834252613028173
x971219365877215232,2018-03-07T03:01:55Z,-0.578975115783662
x971217328787591169,2018-03-07T02:53:50Z,-2.014934309978739
x971216268001992704,2018-03-07T02:49:37Z,-0.578975115783662
x971215595860508672,2018-03-07T02:46:57Z,-0.578975115783662
x971202048032149504,2018-03-07T01:53:06Z,-0.17117148134469207
x971200966472208384,2018-03-07T01:48:49Z,0.4834642765225605
x971200944099745792,2018-03-07T01:48:43Z,-1.402785653010273
x971198594404569088,2018-03-07T01:39:23Z,-1.745416233786795
x971194503636889606,2018-03-07T01:23:08Z,-0.578975115783662
x971193326505529349,2018-03-07T01:18:27Z,0.3207199442718285
x971193179809697792,2018-03-07T01:17:52Z,-0.578975115783662
x971190388798222336,2018-03-07T01:06:47Z,0.5694376753243905
x971186391790051329,2018-03-07T00:50:54Z,-0.578975115783662
x971178521493041152,2018-03-07T00:19:37Z,-0.14582629672096342
x971177490822713344,2018-03-07T00:15:32Z,0.32160635489185074
x971174671600308226,2018-03-07T00:04:19Z,0.3207199442718285
x971174525466365952,2018-03-07T00:03:45Z,-0.32848456349105515
x971173907049930752,2018-03-07T00:01:17Z,0.4834642765225605
x971173381864349696,2018-03-06T23:59:12Z,0.4834642765225605
x971172286790332416,2018-03-06T23:54:51Z,0.4834642765225605
x971172171279224832,2018-03-06T23:54:23Z,-2.0782217560169074
x971170348824694784,2018-03-06T23:47:09Z,-0.14948472558528764
x971170229542965248,2018-03-06T23:46:40Z,0.6869228884320343
x971169788172128257,2018-03-06T23:44:55Z,1.6499053945256934
x971169432688054279,2018-03-06T23:43:30Z,-0.578975115783662
x971165158730092544,2018-03-06T23:26:31Z,2.1274269221114577
x971164378241302529,2018-03-06T23:23:25Z,-0.7869785671774824
x971162453479391232,2018-03-06T23:15:46Z,-0.578975115783662
x971160769814462465,2018-03-06T23:09:05Z,-0.04636941050839982
x971157473401933824,2018-03-06T22:55:59Z,1.5939348062161731
x971157146174812160,2018-03-06T22:54:41Z,-0.41623078353292997
x971156918885650432,2018-03-06T22:53:47Z,0.11726133236235463
x971152054830841856,2018-03-06T22:34:27Z,0.3696374922792409
x971151672041984000,2018-03-06T22:32:56Z,-0.3293709741110776
x971147759888814080,2018-03-06T22:17:23Z,-0.04548299988837747
x971145254580707339,2018-03-06T22:07:26Z,-0.04548299988837747
x971144245460520961,2018-03-06T22:03:25Z,-0.14582629672096342
x971143593548070912,2018-03-06T22:00:50Z,-0.41623078353292997
x971140708697600003,2018-03-06T21:49:22Z,-0.578975115783662
x971140217359941632,2018-03-06T21:47:25Z,0.5874660022194708
x971139852157800448,2018-03-06T21:45:58Z,-0.578975115783662
x971137367347212288,2018-03-06T21:36:05Z,-0.578975115783662
x971137183913578496,2018-03-06T21:35:22Z,-1.3159258435884205
x971137026409058304,2018-03-06T21:34:44Z,-0.14582629672096342
x971136833475239938,2018-03-06T21:33:58Z,-1.170323427612746
x971136763304521728,2018-03-06T21:33:41Z,-1.170323427612746
x971136703745454082,2018-03-06T21:33:27Z,-0.20822733213910957
x971135600052011014,2018-03-06T21:29:04Z,-1.849417959483705
x971135299106541568,2018-03-06T21:27:52Z,-0.578975115783662
x971135144504545280,2018-03-06T21:27:15Z,-0.578975115783662
x971135023616348161,2018-03-06T21:26:47Z,-0.578975115783662
x971133893763125248,2018-03-06T21:22:17Z,0.5874660022194708
x971132653863931906,2018-03-06T21:17:22Z,0.5874660022194708
x971132046604193793,2018-03-06T21:14:57Z,-0.578975115783662
x971131808749297664,2018-03-06T21:14:00Z,-0.14582629672096342
x971127110466244611,2018-03-06T20:55:20Z,0.49078113425120895
x971125061796147201,2018-03-06T20:47:12Z,-0.578975115783662
x971121105044983808,2018-03-06T20:31:28Z,2.4394320992021883
x971120029902299136,2018-03-06T20:27:12Z,1.215134785265256
x971118767328645120,2018-03-06T20:22:11Z,0.2619773377180066
x971118208659984384,2018-03-06T20:19:58Z,-1.5826719015360629
x971118207296655360,2018-03-06T20:19:57Z,-0.578975115783662
x971114924020846593,2018-03-06T20:06:54Z,2.799204596253768
x971114106060197888,2018-03-06T20:03:39Z,2.7123447868319155
x971113999717879808,2018-03-06T20:03:14Z,-0.2498280224178736
x971113933678489600,2018-03-06T20:02:58Z,-0.578975115783662
x971113113234886658,2018-03-06T19:59:43Z,-0.578975115783662
x971112726549450752,2018-03-06T19:58:11Z,-0.578975115783662
x971112573562126336,2018-03-06T19:57:34Z,0.5874660022194708
x971110800139042816,2018-03-06T19:50:31Z,-0.9081222091494506
x971109781707485184,2018-03-06T19:46:28Z,-0.578975115783662
x971109628904988672,2018-03-06T19:45:52Z,-1.849417959483705
x971109580783734785,2018-03-06T19:45:41Z,-1.049179785640778
x971109149546233856,2018-03-06T19:43:58Z,0.5874660022194708
